[2025-07-24T03:37:20.195+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: TechAndUrbanGrowth.load_all_to_mongo manual__2025-07-24T03:36:52.564661+00:00 [queued]>
[2025-07-24T03:37:20.226+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: TechAndUrbanGrowth.load_all_to_mongo manual__2025-07-24T03:36:52.564661+00:00 [queued]>
[2025-07-24T03:37:20.229+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 2
[2025-07-24T03:37:20.261+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): load_all_to_mongo> on 2025-07-24 03:36:52.564661+00:00
[2025-07-24T03:37:20.276+0000] {standard_task_runner.py:60} INFO - Started process 2628 to run task
[2025-07-24T03:37:20.281+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'TechAndUrbanGrowth', 'load_all_to_mongo', 'manual__2025-07-24T03:36:52.564661+00:00', '--job-id', '155', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmppp381ft8']
[2025-07-24T03:37:20.285+0000] {standard_task_runner.py:88} INFO - Job 155: Subtask load_all_to_mongo
[2025-07-24T03:37:20.381+0000] {task_command.py:423} INFO - Running <TaskInstance: TechAndUrbanGrowth.load_all_to_mongo manual__2025-07-24T03:36:52.564661+00:00 [running]> on host 4c8899e5e1ad
[2025-07-24T03:37:20.517+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='TechAndUrbanGrowth' AIRFLOW_CTX_TASK_ID='load_all_to_mongo' AIRFLOW_CTX_EXECUTION_DATE='2025-07-24T03:36:52.564661+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-07-24T03:36:52.564661+00:00'
[2025-07-24T03:37:20.520+0000] {load_mongo.py:13} INFO - 📦 Conectando a MongoDB...
[2025-07-24T03:37:20.678+0000] {load_mongo.py:21} INFO - Datos urbanización recibidos: tipo=<class 'list'>, cantidad=2275
[2025-07-24T03:37:20.680+0000] {load_mongo.py:22} INFO - Datos calidad aire recibidos: tipo=<class 'list'>, cantidad=35
[2025-07-24T03:37:20.681+0000] {load_mongo.py:23} INFO - Datos población recibidos: tipo=<class 'list'>, cantidad=2275
[2025-07-24T03:37:20.684+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Argentina', 'country_code': 'AR', 'date': 2024, 'urban_population_percent': 92.579, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.770484'}: 'year'
[2025-07-24T03:37:21.944+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1970, 'urban_population_percent': 40.274, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775311'}: 'year'
[2025-07-24T03:37:21.946+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1969, 'urban_population_percent': 39.207, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775313'}: 'year'
[2025-07-24T03:37:21.947+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1968, 'urban_population_percent': 38.153, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775316'}: 'year'
[2025-07-24T03:37:21.949+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1967, 'urban_population_percent': 37.106, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775319'}: 'year'
[2025-07-24T03:37:21.951+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1966, 'urban_population_percent': 36.073, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775321'}: 'year'
[2025-07-24T03:37:21.956+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1965, 'urban_population_percent': 35.052, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775324'}: 'year'
[2025-07-24T03:37:21.958+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1964, 'urban_population_percent': 34.046, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775327'}: 'year'
[2025-07-24T03:37:21.959+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1963, 'urban_population_percent': 33.052, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775331'}: 'year'
[2025-07-24T03:37:21.961+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1962, 'urban_population_percent': 32.074, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775333'}: 'year'
[2025-07-24T03:37:21.962+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1961, 'urban_population_percent': 31.112, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775339'}: 'year'
[2025-07-24T03:37:21.964+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Dominican Republic', 'country_code': 'DO', 'date': 1960, 'urban_population_percent': 30.191, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775343'}: 'year'
[2025-07-24T03:37:21.966+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2024, 'urban_population_percent': 65.029, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775347'}: 'year'
[2025-07-24T03:37:21.968+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2023, 'urban_population_percent': 64.792, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775350'}: 'year'
[2025-07-24T03:37:21.971+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2022, 'urban_population_percent': 64.57, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775352'}: 'year'
[2025-07-24T03:37:21.976+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2021, 'urban_population_percent': 64.361, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775358'}: 'year'
[2025-07-24T03:37:21.978+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2020, 'urban_population_percent': 64.166, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775362'}: 'year'
[2025-07-24T03:37:21.980+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2019, 'urban_population_percent': 63.986, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775365'}: 'year'
[2025-07-24T03:37:21.981+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2018, 'urban_population_percent': 63.821, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775367'}: 'year'
[2025-07-24T03:37:21.983+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2017, 'urban_population_percent': 63.67, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775371'}: 'year'
[2025-07-24T03:37:21.986+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2016, 'urban_population_percent': 63.534, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775373'}: 'year'
[2025-07-24T03:37:21.988+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2015, 'urban_population_percent': 63.398, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775376'}: 'year'
[2025-07-24T03:37:21.989+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2014, 'urban_population_percent': 63.261, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775379'}: 'year'
[2025-07-24T03:37:21.991+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2013, 'urban_population_percent': 63.125, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775385'}: 'year'
[2025-07-24T03:37:21.993+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2012, 'urban_population_percent': 62.988, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775387'}: 'year'
[2025-07-24T03:37:21.995+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2011, 'urban_population_percent': 62.851, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775390'}: 'year'
[2025-07-24T03:37:21.997+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2010, 'urban_population_percent': 62.69, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775393'}: 'year'
[2025-07-24T03:37:21.998+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2009, 'urban_population_percent': 62.495, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775395'}: 'year'
[2025-07-24T03:37:22.000+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2008, 'urban_population_percent': 62.3, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775398'}: 'year'
[2025-07-24T03:37:22.003+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2007, 'urban_population_percent': 62.104, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775400'}: 'year'
[2025-07-24T03:37:22.006+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2006, 'urban_population_percent': 61.907, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775403'}: 'year'
[2025-07-24T03:37:22.010+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2005, 'urban_population_percent': 61.711, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775406'}: 'year'
[2025-07-24T03:37:22.012+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2004, 'urban_population_percent': 61.514, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775409'}: 'year'
[2025-07-24T03:37:22.014+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2003, 'urban_population_percent': 61.316, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775411'}: 'year'
[2025-07-24T03:37:22.017+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2002, 'urban_population_percent': 61.118, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775414'}: 'year'
[2025-07-24T03:37:22.019+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2001, 'urban_population_percent': 60.799, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775417'}: 'year'
[2025-07-24T03:37:22.021+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 2000, 'urban_population_percent': 60.299, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775423'}: 'year'
[2025-07-24T03:37:22.022+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1999, 'urban_population_percent': 59.796, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775426'}: 'year'
[2025-07-24T03:37:22.024+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1998, 'urban_population_percent': 59.291, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775432'}: 'year'
[2025-07-24T03:37:22.026+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1997, 'urban_population_percent': 58.785, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775435'}: 'year'
[2025-07-24T03:37:22.027+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1996, 'urban_population_percent': 58.277, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775437'}: 'year'
[2025-07-24T03:37:22.029+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1995, 'urban_population_percent': 57.766, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775440'}: 'year'
[2025-07-24T03:37:22.030+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1994, 'urban_population_percent': 57.254, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775443'}: 'year'
[2025-07-24T03:37:22.031+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1993, 'urban_population_percent': 56.74, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775446'}: 'year'
[2025-07-24T03:37:22.034+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1992, 'urban_population_percent': 56.226, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775452'}: 'year'
[2025-07-24T03:37:22.038+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1991, 'urban_population_percent': 55.709, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775455'}: 'year'
[2025-07-24T03:37:22.039+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1990, 'urban_population_percent': 55.09, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775458'}: 'year'
[2025-07-24T03:37:22.041+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1989, 'urban_population_percent': 54.318, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775460'}: 'year'
[2025-07-24T03:37:22.042+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1988, 'urban_population_percent': 53.546, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775463'}: 'year'
[2025-07-24T03:37:22.044+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1987, 'urban_population_percent': 52.769, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775468'}: 'year'
[2025-07-24T03:37:22.045+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1986, 'urban_population_percent': 51.993, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775471'}: 'year'
[2025-07-24T03:37:22.047+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1985, 'urban_population_percent': 51.215, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775474'}: 'year'
[2025-07-24T03:37:22.048+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1984, 'urban_population_percent': 50.438, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775476'}: 'year'
[2025-07-24T03:37:22.050+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1983, 'urban_population_percent': 49.658, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775479'}: 'year'
[2025-07-24T03:37:22.051+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1982, 'urban_population_percent': 48.818, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775482'}: 'year'
[2025-07-24T03:37:22.057+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1981, 'urban_population_percent': 47.888, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775484'}: 'year'
[2025-07-24T03:37:22.059+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1980, 'urban_population_percent': 46.961, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775487'}: 'year'
[2025-07-24T03:37:22.061+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1979, 'urban_population_percent': 46.034, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775490'}: 'year'
[2025-07-24T03:37:22.062+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1978, 'urban_population_percent': 45.111, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775492'}: 'year'
[2025-07-24T03:37:22.064+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1977, 'urban_population_percent': 44.191, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775495'}: 'year'
[2025-07-24T03:37:22.066+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1976, 'urban_population_percent': 43.276, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775497'}: 'year'
[2025-07-24T03:37:22.067+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1975, 'urban_population_percent': 42.363, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775500'}: 'year'
[2025-07-24T03:37:22.070+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1974, 'urban_population_percent': 41.457, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775510'}: 'year'
[2025-07-24T03:37:22.071+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1973, 'urban_population_percent': 40.892, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775513'}: 'year'
[2025-07-24T03:37:22.074+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1972, 'urban_population_percent': 40.352, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775516'}: 'year'
[2025-07-24T03:37:22.076+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1971, 'urban_population_percent': 39.813, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775519'}: 'year'
[2025-07-24T03:37:22.078+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1970, 'urban_population_percent': 39.278, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775521'}: 'year'
[2025-07-24T03:37:22.079+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1969, 'urban_population_percent': 38.744, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775524'}: 'year'
[2025-07-24T03:37:22.081+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1968, 'urban_population_percent': 38.215, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775527'}: 'year'
[2025-07-24T03:37:22.083+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1967, 'urban_population_percent': 37.686, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775529'}: 'year'
[2025-07-24T03:37:22.085+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1966, 'urban_population_percent': 37.162, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775532'}: 'year'
[2025-07-24T03:37:22.087+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1965, 'urban_population_percent': 36.64, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775534'}: 'year'
[2025-07-24T03:37:22.088+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1964, 'urban_population_percent': 36.122, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775537'}: 'year'
[2025-07-24T03:37:22.090+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1963, 'urban_population_percent': 35.606, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775539'}: 'year'
[2025-07-24T03:37:22.092+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1962, 'urban_population_percent': 35.06, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775542'}: 'year'
[2025-07-24T03:37:22.093+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1961, 'urban_population_percent': 34.466, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775548'}: 'year'
[2025-07-24T03:37:22.095+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Ecuador', 'country_code': 'EC', 'date': 1960, 'urban_population_percent': 33.878, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775551'}: 'year'
[2025-07-24T03:37:22.096+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2024, 'urban_population_percent': 75.996, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775554'}: 'year'
[2025-07-24T03:37:22.098+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2023, 'urban_population_percent': 75.393, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775556'}: 'year'
[2025-07-24T03:37:22.099+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2022, 'urban_population_percent': 74.767, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775559'}: 'year'
[2025-07-24T03:37:22.101+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2021, 'urban_population_percent': 74.118, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775562'}: 'year'
[2025-07-24T03:37:22.103+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2020, 'urban_population_percent': 73.444, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775565'}: 'year'
[2025-07-24T03:37:22.104+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2019, 'urban_population_percent': 72.746, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775567'}: 'year'
[2025-07-24T03:37:22.106+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2018, 'urban_population_percent': 72.023, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775570'}: 'year'
[2025-07-24T03:37:22.107+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2017, 'urban_population_percent': 71.275, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775573'}: 'year'
[2025-07-24T03:37:22.109+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2016, 'urban_population_percent': 70.501, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775576'}: 'year'
[2025-07-24T03:37:22.110+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2015, 'urban_population_percent': 69.7, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775579'}: 'year'
[2025-07-24T03:37:22.111+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2014, 'urban_population_percent': 68.874, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775582'}: 'year'
[2025-07-24T03:37:22.113+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2013, 'urban_population_percent': 68.036, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775588'}: 'year'
[2025-07-24T03:37:22.114+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2012, 'urban_population_percent': 67.187, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775591'}: 'year'
[2025-07-24T03:37:22.115+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2011, 'urban_population_percent': 66.325, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775593'}: 'year'
[2025-07-24T03:37:22.117+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2010, 'urban_population_percent': 65.452, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775596'}: 'year'
[2025-07-24T03:37:22.119+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2009, 'urban_population_percent': 64.57, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775599'}: 'year'
[2025-07-24T03:37:22.121+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2008, 'urban_population_percent': 63.678, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775602'}: 'year'
[2025-07-24T03:37:22.122+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'El Salvador', 'country_code': 'SV', 'date': 2007, 'urban_population_percent': 62.774, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.775617'}: 'year'
